FBID	CHROM	START	END	STRAND
FBgn0266903	2L	4363556	4364252	-
FBgn0031597	2L	4380722	4382735	-
FBgn0031598	2L	4382925	4386062	-
FBgn0261976	2L	4386182	4387356	-
FBgn0027560	2L	4388327	4392778	+
FBgn0031600	2L	4392770	4393876	-
FBgn0022153	2L	4394196	4400487	+
FBgn0053003	2L	4400953	4403142	+
FBgn0031601	2L	4403251	4403955	+
FBgn0031602	2L	4403992	4441282	-
FBgn0262357	2L	4411155	4411824	+
FBgn0051963	2L	4418977	4419048	-
FBgn0085206	2L	4433908	4435057	+
FBgn0085207	2L	4433908	4435057	+
FBgn0262358	2L	4437787	4438201	+
FBgn0259958	2L	4441429	4442060	-
FBgn0031603	2L	4442320	4442985	+
FBgn0027609	2L	4442870	4444680	-
FBgn0031604	2L	4444732	4446765	+
FBgn0025684	2L	4446670	4448635	-
FBgn0031606	2L	4449295	4453038	-
FBgn0031607	2L	4453169	4454453	-
FBgn0040705	2L	4454626	4455207	+
FBgn0019982	2L	4455137	4456807	-
FBgn0261606	2L	4457186	4458364	-
FBgn0065053	2L	4457603	4457674	-
FBgn0053002	2L	4458595	4459638	-
FBgn0031608	2L	4459729	4461746	+
FBgn0031609	2L	4461657	4463447	-
FBgn0031610	2L	4463611	4465075	+
FBgn0031611	2L	4465174	4468022	+
FBgn0011603	2L	4468000	4477022	-
FBgn0053196	2L	4477462	4614300	-
FBgn0031613	2L	4577719	4578218	-
FBgn0263869	2L	4582250	4582968	-
FBgn0265820	2L	4619587	4620918	+
FBgn0267008	2L	4633881	4634342	-
FBgn0083938	2L	4641296	4642872	+
FBgn0031617	2L	4642972	4646562	+
FBgn0264342	2L	4647051	4647920	+
FBgn0031619	2L	4651403	4652892	+
FBgn0031620	2L	4682677	4687232	+
FBgn0000227	2L	4683052	4684461	-
FBgn0031621	2L	4687511	4688956	+
FBgn0031622	2L	4688965	4690702	-
FBgn0085380	2L	4694721	4722465	+
FBgn0031623	2L	4700835	4701485	-
FBgn0031626	2L	4732413	4734458	-
FBgn0031627	2L	4734592	4794044	-
FBgn0260428	2L	4762895	4763951	+
FBgn0031628	2L	4794549	4796581	+
FBgn0031629	2L	4796600	4801923	-
FBgn0266835	2L	4811711	4811945	-
FBgn0031630	2L	4813009	4815891	+
FBgn0031631	2L	4815613	4818245	-
FBgn0263577	2L	4817816	4817881	-
FBgn0031632	2L	4821774	4828945	+
FBgn0031633	2L	4829214	4830693	-
FBgn0263575	2L	4829980	4830039	-
FBgn0031634	2L	4830846	4835300	-
FBgn0031635	2L	4835335	4837999	-
FBgn0031636	2L	4838347	4841465	+
FBgn0031637	2L	4841482	4847295	-
FBgn0031638	2L	4847766	4849499	+
FBgn0031639	2L	4849439	4850419	-
FBgn0031640	2L	4850641	4852640	+
FBgn0051660	2L	4852864	4876792	+
FBgn0000286	2L	4876891	4883107	-
FBgn0031643	2L	4883298	4885669	+
FBgn0031644	2L	4889995	4891277	+
FBgn0267280	2L	4891327	4891845	-
FBgn0031645	2L	4892112	4903889	+
FBgn0031646	2L	4903865	4906762	-
FBgn0041150	2L	4908581	4932384	-
FBgn0031649	2L	4933047	4936450	-
FBgn0003372	2L	4937409	4941423	+
FBgn0031650	2L	4942742	4944305	+
FBgn0031651	2L	4944256	4945361	-
FBgn0015000	2L	4945579	4948324	+
FBgn0031652	2L	4948206	4949784	-
FBgn0031653	2L	4949941	4950767	-
FBgn0031654	2L	4952243	4953136	-
FBgn0020906	2L	4954279	4955144	-
FBgn0031655	2L	4955509	4958292	+
FBgn0083960	2L	4958411	4965430	+
FBgn0264372	2L	4963976	4965425	-
FBgn0083961	2L	4965673	4966399	+
FBgn0015834	2L	4966367	4967775	-
FBgn0262467	2L	4967832	4968935	-
FBgn0031657	2L	4969004	4970216	+
FBgn0010607	2L	4970135	4973921	-
FBgn0031659	2L	4971702	4973687	+
FBgn0031660	2L	4973976	4975316	+
FBgn0031661	2L	4975300	4977023	-
FBgn0031662	2L	4977312	4978567	+
FBgn0031663	2L	4978484	4979379	-
FBgn0031664	2L	4979513	4981592	-
FBgn0083962	2L	4981614	4992702	+
FBgn0053113	2L	4992808	5009720	-
FBgn0031668	2L	5009931	5010834	-
FBgn0265968	2L	5009931	5010834	-
FBgn0031670	2L	5010922	5012127	+
FBgn0016075	2L	5012144	5028191	-
FBgn0000299	2L	5029609	5037279	+
FBgn0260451	2L	5037709	5040818	+
FBgn0260470	2L	5037709	5040818	+
FBgn0031673	2L	5040648	5044712	-
FBgn0053995	2L	5043270	5048365	+
FBgn0264742	2L	5043270	5048365	+
FBgn0264743	2L	5043270	5048365	+
FBgn0031675	2L	5047818	5051062	-
FBgn0022023	2L	5051193	5053094	-
FBgn0031676	2L	5052843	5054575	+
FBgn0031677	2L	5054579	5055016	-
FBgn0014857	2L	5055058	5056149	+
FBgn0031678	2L	5055982	5058248	-
FBgn0028694	2L	5058404	5059790	-
FBgn0266829	2L	5060473	5060806	-
FBgn0028572	2L	5060815	5070750	+
FBgn0264368	2L	5062636	5063442	-
FBgn0262213	2L	5068570	5068684	+
FBgn0266843	2L	5070887	5071109	-
FBgn0261608	2L	5070957	5072055	+
FBgn0031681	2L	5072170	5093592	-
FBgn0031682	2L	5093976	5095910	+
FBgn0031683	2L	5096227	5099294	+
FBgn0031684	2L	5099177	5100288	-
FBgn0261836	2L	5100877	5207002	+
FBgn0082990	2L	5187778	5187922	+
FBgn0065083	2L	5193471	5193516	+
FBgn0065107	2L	5196035	5196097	+
FBgn0083028	2L	5202383	5202522	+
FBgn0065104	2L	5206205	5206361	+
FBgn0031688	2L	5207267	5209345	+
FBgn0031689	2L	5210460	5212445	+
FBgn0031690	2L	5212395	5215081	-
FBgn0250847	2L	5215189	5216542	-
FBgn0031692	2L	5216701	5219053	+
FBgn0003716	2L	5219000	5271384	-
FBgn0051971	2L	5240766	5240837	+
FBgn0051914	2L	5241106	5241177	-
FBgn0046776	2L	5242699	5244239	+
FBgn0265957	2L	5258942	5259992	+
FBgn0031693	2L	5264001	5265899	+
FBgn0031694	2L	5266392	5268455	+
FBgn0031695	2L	5268498	5270329	+
FBgn0000228	2L	5271728	5278548	-
FBgn0031696	2L	5278865	5283283	+
FBgn0265956	2L	5287447	5288667	-
FBgn0265955	2L	5287848	5288361	+
FBgn0016076	2L	5288944	5311223	+
FBgn0267294	2L	5297486	5297928	-
FBgn0031697	2L	5311311	5314895	-
FBgn0031698	2L	5315290	5326683	-
FBgn0266320	2L	5326504	5326832	+
FBgn0015031	2L	5327227	5327969	+
FBgn0031700	2L	5327975	5328879	-
FBgn0031701	2L	5329857	5330464	+
FBgn0031702	2L	5330470	5338073	-
FBgn0031703	2L	5339132	5342234	-
FBgn0016920	2L	5346237	5365760	+
FBgn0262097	2L	5379095	5381074	-
FBgn0265958	2L	5387551	5388632	+
FBgn0016660	2L	5404280	5416593	+
FBgn0263866	2L	5431842	5432604	+
FBgn0263867	2L	5432822	5433522	+
FBgn0263868	2L	5433676	5434236	-
FBgn0051647	2L	5435582	5439277	-
FBgn0086033	2L	5437634	5437749	-
FBgn0261963	2L	5461639	5467610	+
FBgn0266825	2L	5486905	5487191	+
FBgn0031707	2L	5517737	5518949	+
FBgn0031708	2L	5518893	5519896	-
FBgn0000318	2L	5520135	5521382	+
FBgn0031710	2L	5521281	5523898	-
FBgn0031711	2L	5524139	5525809	+
FBgn0266028	2L	5525738	5526943	-
FBgn0051989	2L	5525905	5535958	+
FBgn0051648	2L	5526957	5527854	+
FBgn0051915	2L	5528123	5530682	+
FBgn0031713	2L	5530620	5532223	-
FBgn0031715	2L	5535861	5536758	-
FBgn0031716	2L	5536850	5539196	-
FBgn0014189	2L	5539326	5542314	-
FBgn0002525	2L	5542480	5546642	+
FBgn0031717	2L	5547086	5549614	+
FBgn0031718	2L	5549709	5550835	-
FBgn0031719	2L	5551838	5552756	+
FBgn0031720	2L	5552843	5553850	-
FBgn0031721	2L	5553897	5555137	+
FBgn0004620	2L	5555072	5558994	+
FBgn0020429	2L	5559342	5563502	+
FBgn0266029	2L	5564811	5565755	-
FBgn0041719	2L	5565619	5565766	+
FBgn0031722	2L	5579580	5581116	-
FBgn0031723	2L	5587115	5588414	-
FBgn0031724	2L	5596833	5598636	+
FBgn0031725	2L	5601723	5617946	-
FBgn0266030	2L	5615230	5615661	+
FBgn0266031	2L	5619794	5620280	-
FBgn0031726	2L	5620615	5623762	-
FBgn0051646	2L	5626291	5658560	-
FBgn0266069	2L	5631624	5632660	-
FBgn0262256	2L	5640940	5641037	+
FBgn0262321	2L	5641063	5641155	+
FBgn0262239	2L	5641191	5641279	+
FBgn0262200	2L	5641298	5641389	+
FBgn0262333	2L	5641990	5642078	+
FBgn0262243	2L	5642102	5642201	+
FBgn0266068	2L	5661902	5662232	-
FBgn0031728	2L	5662849	5670838	+
FBgn0031729	2L	5678582	5679499	+
FBgn0266066	2L	5690529	5691770	+
FBgn0266067	2L	5690530	5691421	-
FBgn0031730	2L	5706374	5713791	+
FBgn0031731	2L	5715349	5716680	-
FBgn0266065	2L	5715678	5716426	+
FBgn0054011	2L	5716701	5718067	+
FBgn0031732	2L	5718121	5720899	-
FBgn0024191	2L	5721051	5723944	+
FBgn0031736	2L	5724656	5762420	+
FBgn0031733	2L	5726415	5728811	-
FBgn0031734	2L	5733675	5741244	-
FBgn0031735	2L	5746157	5747961	+
FBgn0031737	2L	5762553	5766142	-
FBgn0031738	2L	5767002	5800253	-
FBgn0051912	2L	5769752	5771537	+
FBgn0051913	2L	5784031	5784893	+
FBgn0031739	2L	5800517	5801975	-
FBgn0031740	2L	5802220	5804030	+
FBgn0031741	2L	5805395	5809063	+
FBgn0265786	2L	5809702	5810216	+
FBgn0265787	2L	5810352	5810835	+
FBgn0262999	2L	5811574	5811925	+
FBgn0051644	2L	5817890	5818443	-
FBgn0085410	2L	5824004	5856767	+
FBgn0031745	2L	5859769	5879498	-
FBgn0265785	2L	5883741	5884345	+
FBgn0259959	2L	5884350	5884774	-
FBgn0262814	2L	5884888	5885491	+
FBgn0031746	2L	5886002	5886609	+
FBgn0265788	2L	5887204	5887989	-
FBgn0265789	2L	5888149	5888484	+
FBgn0002856	2L	5892298	5892862	-
FBgn0002855	2L	5892883	5893896	-
FBgn0265790	2L	5899949	5900380	-
FBgn0031747	2L	5903178	5904689	-
FBgn0264352	2L	5904958	5906250	-
FBgn0043362	2L	5907169	5922776	+
FBgn0031749	2L	5908927	5910289	-
FBgn0031751	2L	5922876	5923653	-
FBgn0264547	2L	5925205	5925961	-
FBgn0015381	2L	5925937	5939261	+
FBgn0266826	2L	5940033	5940250	+
FBgn0266827	2L	5941995	5942584	+
FBgn0261055	2L	5942623	5943304	-
FBgn0001128	2L	5943643	5948968	+
FBgn0266321	2L	5947647	5948397	-
FBgn0031752	2L	5949450	5955235	+
FBgn0031753	2L	5955312	5956466	-
FBgn0040949	2L	5956489	5956819	-
FBgn0003980	2L	5957004	5957639	+
FBgn0086266	2L	5958005	5958631	-
FBgn0003979	2L	5959596	5960340	-
FBgn0086265	2L	5963087	5964951	-
FBgn0031756	2L	5965391	5967752	-
FBgn0031757	2L	5968566	5969761	+
FBgn0031758	2L	5969859	5971025	+
FBgn0263442	2L	5969859	5971025	-
FBgn0000308	2L	5972115	5981018	-
FBgn0001942	2L	5981764	5985909	+
FBgn0001941	2L	5986348	5988854	+
FBgn0031759	2L	5989400	5999501	-
FBgn0031760	2L	6000228	6003738	+
FBgn0001089	2L	6003574	6006827	-
FBgn0264448	2L	6004167	6006333	+
FBgn0031762	2L	6007364	6012338	-
FBgn0001170	2L	6013059	6019402	-
FBgn0031763	2L	6020835	6021718	+
FBgn0031764	2L	6022951	6024539	-
FBgn0031765	2L	6025870	6034423	-
FBgn0025742	2L	6034731	6037015	-
FBgn0031766	2L	6036997	6037902	-
FBgn0051643	2L	6038117	6041283	+
FBgn0000052	2L	6041181	6046050	-
FBgn0262317	2L	6045627	6045713	-
FBgn0029161	2L	6046516	6048706	-
FBgn0085208	2L	6046651	6048706	-
FBgn0031768	2L	6048002	6050474	+
FBgn0031769	2L	6050800	6053877	+
FBgn0031770	2L	6054302	6060169	+
FBgn0085209	2L	6060510	6060938	+
FBgn0031771	2L	6060842	6062757	-
FBgn0031772	2L	6062989	6063671	+
FBgn0031773	2L	6063562	6065953	-
FBgn0031774	2L	6065997	6067635	+
FBgn0031775	2L	6067668	6068594	-
FBgn0031776	2L	6069079	6069838	+
FBgn0031777	2L	6069790	6070686	-
FBgn0266449	2L	6070990	6073961	+
FBgn0264345	2L	6074251	6074796	-
FBgn0031778	2L	6078453	6079736	+
FBgn0265999	2L	6079764	6080128	+
FBgn0266450	2L	6082603	6096498	+
FBgn0266445	2L	6091412	6096498	+
FBgn0031779	2L	6096698	6098966	-
FBgn0266521	2L	6100377	6124653	+
FBgn0051642	2L	6118512	6120522	+
FBgn0031781	2L	6125132	6125911	+
FBgn0031782	2L	6125879	6127775	-
FBgn0261683	2L	6127872	6130651	-
FBgn0261697	2L	6127872	6130651	-
FBgn0031784	2L	6131023	6132484	+
FBgn0267283	2L	6133258	6133674	-
FBgn0266071	2L	6138867	6139309	-
FBgn0031785	2L	6139382	6145010	+
FBgn0040950	2L	6151969	6153701	+
FBgn0051639	2L	6153840	6155141	-
FBgn0031786	2L	6160400	6161309	+
FBgn0085409	2L	6179133	6211114	+
FBgn0026755	2L	6225048	6226842	+
FBgn0266070	2L	6231807	6232160	+
FBgn0053531	2L	6253123	6323466	+
FBgn0031791	2L	6255859	6256822	+
FBgn0031792	2L	6263557	6264490	-
FBgn0261699	2L	6271024	6271468	+
FBgn0264543	2L	6308377	6308751	-
FBgn0260452	2L	6308819	6309475	+
FBgn0265778	2L	6323767	6332789	+
FBgn0031799	2L	6332881	6338671	-
FBgn0015623	2L	6338836	6346280	+
FBgn0031800	2L	6346430	6348427	-
FBgn0031801	2L	6349393	6351034	-
FBgn0031802	2L	6352324	6354331	-
FBgn0031803	2L	6354956	6356498	+
FBgn0031804	2L	6357005	6358318	-
FBgn0266003	2L	6358345	6359994	-
FBgn0266004	2L	6360403	6361385	+
FBgn0031805	2L	6367882	6370190	+
FBgn0043854	2L	6372388	6377284	+
FBgn0259714	2L	6377771	6411326	-
FBgn0031808	2L	6381266	6383419	+
FBgn0259716	2L	6383435	6385512	-
FBgn0259715	2L	6395853	6397249	-
FBgn0031811	2L	6412315	6415335	+
FBgn0011722	2L	6415179	6423310	-
FBgn0263278	2L	6424336	6426371	+
FBgn0031813	2L	6426724	6448403	-
FBgn0031814	2L	6448464	6455929	-
FBgn0031815	2L	6456052	6459008	+
FBgn0031816	2L	6459015	6465669	-
FBgn0031817	2L	6466217	6467698	-
FBgn0259749	2L	6468538	6473904	-
FBgn0031818	2L	6474438	6476975	-
FBgn0086357	2L	6477182	6480575	-
FBgn0267019	2L	6480661	6480930	-
FBgn0031820	2L	6480929	6487576	+
FBgn0031821	2L	6487342	6488756	-
FBgn0027496	2L	6489090	6490194	+
FBgn0031822	2L	6490155	6490843	-
FBgn0051638	2L	6491061	6496988	+
FBgn0031824	2L	6492974	6494532	-
FBgn0031826	2L	6497053	6498466	+
FBgn0051637	2L	6498647	6526996	+
FBgn0266001	2L	6507424	6508404	-
FBgn0000320	2L	6527447	6546976	-
FBgn0266002	2L	6551854	6552436	+
FBgn0031829	2L	6555717	6557502	-
FBgn0031830	2L	6557800	6559308	+
FBgn0031832	2L	6559426	6562289	-
FBgn0031831	2L	6559431	6560133	+
FBgn0263916	2L	6562325	6564709	+
FBgn0031834	2L	6564112	6566181	-
FBgn0031835	2L	6568400	6601068	-
FBgn0031836	2L	6611011	6617117	+
FBgn0031837	2L	6617134	6621700	-
FBgn0266218	2L	6619080	6619446	+
FBgn0085374	2L	6623112	6625359	+
FBgn0051634	2L	6625138	6632407	-
FBgn0051635	2L	6632798	6649114	-
FBgn0031842	2L	6649388	6654574	+
FBgn0051633	2L	6654760	6656321	-
FBgn0051636	2L	6656459	6658152	-
FBgn0028467	2L	6658517	6662033	+
FBgn0031844	2L	6662061	6663612	-
FBgn0000392	2L	6663664	6674780	+
FBgn0085339	2L	6663664	6674780	+
FBgn0263200	2L	6666264	6668033	-
FBgn0028990	2L	6671065	6673347	-
FBgn0000351	2L	6674682	6676635	-
FBgn0031848	2L	6676649	6677625	-
FBgn0028703	2L	6677835	6684364	-
FBgn0031849	2L	6684842	6686712	-
FBgn0031850	2L	6686791	6709086	-
FBgn0025595	2L	6711286	6716186	-
FBgn0031851	2L	6717625	6719389	+
FBgn0025777	2L	6719394	6723359	-
FBgn0046704	2L	6723903	6732766	+
FBgn0031853	2L	6732866	6736149	+
FBgn0031854	2L	6736364	6740188	-
FBgn0031855	2L	6742502	6756133	+
FBgn0051910	2L	6744663	6745622	-
FBgn0086034	2L	6745000	6745078	+
FBgn0265257	2L	6747421	6747914	-
FBgn0031856	2L	6757864	6759628	-
FBgn0031857	2L	6759829	6772755	-
FBgn0031858	2L	6774041	6778444	+
FBgn0015776	2L	6778555	6786861	-
FBgn0015777	2L	6789770	6798862	-
FBgn0263585	2L	6799196	6799600	+
FBgn0051631	2L	6799744	6799816	+
FBgn0042189	2L	6799946	6800894	-
FBgn0031859	2L	6801358	6802840	-
FBgn0031860	2L	6803011	6804372	+
FBgn0031861	2L	6804324	6805792	-
FBgn0264890	2L	6812640	6813110	+
FBgn0051632	2L	6821934	6838995	+
FBgn0017551	2L	6852315	6853866	+
FBgn0086451	2L	6854142	6860849	+
FBgn0031865	2L	6860905	6870389	-
FBgn0266220	2L	6871335	6872536	-
FBgn0266219	2L	6872714	6874378	+
FBgn0031866	2L	6874900	6906656	+
FBgn0262205	2L	6902062	6902152	+
FBgn0042092	2L	6906666	6907844	-
FBgn0031868	2L	6908083	6911423	+
FBgn0011737	2L	6911090	6914138	-
FBgn0028554	2L	6914301	6920210	-
FBgn0052829	2L	6915581	6916445	-
FBgn0026196	2L	6916753	6918743	-
FBgn0263467	2L	6917210	6917310	-
FBgn0004838	2L	6920704	6932057	+
FBgn0262877	2L	6932121	6932552	+
FBgn0031869	2L	6932545	6942814	-
FBgn0031871	2L	6943178	6945289	-
FBgn0031872	2L	6945464	6948808	-
FBgn0031873	2L	6949310	6950207	-
FBgn0020616	2L	6950421	6954586	+
FBgn0031874	2L	6954357	6956950	-
FBgn0031875	2L	6957008	6959104	+
FBgn0031876	2L	6959099	6960328	-
FBgn0031877	2L	6960377	6961653	+
FBgn0031878	2L	6961516	6964074	-
FBgn0021944	2L	6964421	6965887	+
FBgn0264922	2L	6966780	6967644	-
FBgn0016978	2L	6968711	6971737	-
FBgn0262616	2L	6972243	6972796	+
FBgn0031879	2L	6972828	7010359	-
FBgn0265414	2L	6985961	6986750	+
FBgn0263026	2L	7012262	7012803	+
FBgn0263027	2L	7013396	7014737	+
FBgn0000053	2L	7014623	7023898	-
FBgn0003046	2L	7021682	7022470	+
FBgn0051908	2L	7024829	7027389	-
FBgn0031881	2L	7027526	7028959	+
FBgn0031882	2L	7030493	7032606	-
FBgn0031883	2L	7032721	7037878	+
FBgn0262872	2L	7037823	7056010	+
FBgn0031885	2L	7056301	7063586	+
FBgn0051907	2L	7059214	7060851	-
FBgn0266666	2L	7063986	7064467	+
FBgn0031886	2L	7064431	7065837	-
FBgn0031887	2L	7067983	7069546	+
FBgn0031888	2L	7069536	7084635	-
FBgn0265822	2L	7078895	7079399	-
FBgn0085407	2L	7098188	7157695	-
FBgn0265823	2L	7142304	7145263	+
FBgn0265821	2L	7174368	7174790	-
FBgn0265824	2L	7177879	7178171	-
FBgn0031893	2L	7182234	7185529	+
FBgn0031894	2L	7185461	7190010	-
FBgn0031895	2L	7190431	7194588	-
FBgn0031896	2L	7194908	7204264	-
FBgn0031897	2L	7204538	7220033	-
FBgn0263133	2L	7220369	7223081	-
FBgn0266324	2L	7220567	7221093	+
FBgn0259111	2L	7223328	7249343	-
FBgn0264343	2L	7227734	7228641	+
FBgn0264344	2L	7232165	7232813	-
FBgn0031900	2L	7250607	7252982	-
FBgn0010453	2L	7255419	7277171	-
FBgn0051909	2L	7257512	7258198	+
FBgn0004009	2L	7307159	7316265	+
FBgn0266842	2L	7328944	7329519	-
FBgn0031902	2L	7333714	7352542	+
FBgn0031903	2L	7363379	7377528	+
FBgn0264872	2L	7369645	7370503	-
FBgn0002938	2L	7377702	7384344	+
FBgn0031904	2L	7384486	7388253	-
FBgn0031905	2L	7388508	7390902	+
FBgn0031906	2L	7390984	7398750	-
FBgn0264888	2L	7399465	7399929	+
FBgn0031907	2L	7401335	7404526	+
FBgn0031908	2L	7405227	7408600	+
FBgn0031909	2L	7408533	7409809	-
FBgn0031910	2L	7410909	7412229	+
FBgn0028387	2L	7412417	7422736	+
FBgn0264439	2L	7423820	7425932	+
FBgn0262453	2L	7425795	7425892	+
FBgn0262458	2L	7425972	7426044	+
FBgn0031912	2L	7426866	7430329	+
FBgn0031913	2L	7430530	7433516	-
FBgn0031914	2L	7437492	7445882	+
FBgn0025697	2L	7445355	7451244	-
FBgn0041247	2L	7452520	7454212	-
FBgn0045495	2L	7454826	7462247	-
FBgn0031918	2L	7466543	7472493	+
FBgn0260486	2L	7472513	7496307	-
FBgn0031920	2L	7474704	7476952	+
FBgn0011283	2L	7496791	7497365	-
FBgn0264895	2L	7497805	7578980	-
FBgn0264891	2L	7519679	7520082	+
FBgn0083141	2L	7581924	7583333	+
FBgn0266910	2L	7604243	7604563	+
FBgn0031925	2L	7605600	7607701	+
FBgn0031926	2L	7608389	7616533	+
FBgn0266034	2L	7636113	7636608	+
FBgn0266035	2L	7636951	7637324	+
FBgn0264087	2L	7642005	7675078	-
FBgn0040299	2L	7666047	7689459	+
FBgn0264997	2L	7684482	7685341	-
FBgn0031929	2L	7689311	7691061	-
FBgn0031930	2L	7691109	7692683	-
FBgn0262880	2L	7693030	7693821	+
FBgn0041182	2L	7693727	7701601	-
FBgn0041181	2L	7702805	7710690	+
FBgn0266325	2L	7708100	7710456	-
FBgn0267326	2L	7710880	7713991	+
FBgn0012018	2L	7711476	7711661	+
FBgn0053296	2L	7713998	7716645	-
FBgn0031935	2L	7716974	7719487	-
FBgn0031936	2L	7719847	7722823	-
FBgn0031937	2L	7723045	7726298	-
FBgn0031939	2L	7727157	7732670	-
FBgn0260479	2L	7734415	7738809	-
FBgn0014454	2L	7740562	7741537	-
FBgn0031940	2L	7743682	7744839	-
FBgn0031941	2L	7747275	7747874	+
FBgn0031942	2L	7752170	7753186	-
FBgn0267282	2L	7753203	7753393	+
FBgn0031944	2L	7754174	7765915	+
FBgn0031943	2L	7756222	7756934	+
FBgn0031945	2L	7767628	7775033	+
FBgn0020880	2L	7775804	7778029	-
FBgn0003961	2L	7780085	7781415	+
FBgn0031946	2L	7781465	7782760	+
FBgn0031947	2L	7782865	7786061	+
FBgn0031948	2L	7786160	7790557	-
FBgn0025687	2L	7791175	7795959	-
FBgn0266072	2L	7795849	7796260	+
FBgn0031950	2L	7796314	7800058	-
FBgn0031951	2L	7800147	7802098	+
FBgn0031952	2L	7801668	7810703	-
FBgn0261800	2L	7811438	7820771	+
FBgn0266360	2L	7821034	7821343	-
FBgn0027515	2L	7821151	7825350	+
FBgn0020618	2L	7825347	7827315	-
FBgn0004177	2L	7827650	7833576	+
FBgn0262546	2L	7839777	7840414	-
FBgn0031954	2L	7840452	7841262	+
FBgn0031955	2L	7844905	7855475	-
FBgn0040099	2L	7857077	7860120	+
FBgn0031957	2L	7857957	7860839	-
FBgn0045038	2L	7864642	7871432	-
FBgn0266904	2L	7871978	7872367	-
FBgn0011861	2L	7872849	7872919	+
FBgn0031959	2L	7873495	7879552	-
FBgn0031961	2L	7883282	7887513	-
FBgn0261790	2L	7884930	7885450	-
FBgn0083968	2L	7885503	7886109	+
FBgn0051902	2L	7887693	7889129	-
FBgn0053121	2L	7889288	7890594	-
FBgn0085450	2L	7891187	7984196	-
FBgn0031968	2L	7983946	7986785	+
FBgn0031969	2L	7986786	7994184	-
FBgn0031970	2L	7994388	7998151	-
FBgn0266331	2L	7994798	7996494	+
FBgn0031971	2L	7998869	7999676	+
FBgn0031972	2L	7999670	8004286	-
FBgn0031973	2L	8004548	8007210	-
FBgn0031974	2L	8008302	8009477	-
FBgn0054010	2L	8009603	8010652	-
FBgn0031975	2L	8011405	8026898	+
FBgn0031976	2L	8026914	8039788	-
FBgn0031977	2L	8029462	8030565	+
FBgn0044323	2L	8030721	8040826	+
FBgn0031979	2L	8041106	8041879	+
FBgn0031980	2L	8041873	8042909	-
FBgn0065055	2L	8042189	8042350	-
FBgn0031981	2L	8043471	8054326	+
FBgn0011230	2L	8054322	8071624	-
FBgn0013531	2L	8071812	8072848	-
FBgn0010287	2L	8072895	8073948	+
FBgn0264800	2L	8074117	8082982	-
FBgn0266795	2L	8082859	8083107	+
FBgn0261822	2L	8083420	8116531	+
FBgn0031985	2L	8116965	8124010	-
FBgn0031986	2L	8124329	8125799	+
FBgn0031987	2L	8125668	8126890	-
FBgn0031988	2L	8127001	8133989	+
FBgn0031990	2L	8134247	8159638	-
FBgn0263561	2L	8141540	8141662	-
FBgn0261830	2L	8143401	8144047	-
FBgn0261831	2L	8144391	8145107	-
FBgn0263256	2L	8145758	8158786	+
FBgn0051606	2L	8147611	8148356	+
FBgn0261064	2L	8159832	8161800	+
FBgn0031992	2L	8161796	8162452	-
FBgn0264953	2L	8163073	8190137	+
FBgn0083970	2L	8190297	8190781	-
FBgn0031995	2L	8190808	8196918	-
FBgn0264947	2L	8194509	8197049	+
FBgn0031996	2L	8197193	8198813	+
FBgn0031997	2L	8198882	8200652	+
FBgn0031998	2L	8200465	8205132	-
FBgn0264950	2L	8201557	8205298	+
FBgn0264951	2L	8205367	8205648	-
FBgn0264952	2L	8205778	8206044	-
FBgn0031999	2L	8206171	8209637	+
FBgn0003607	2L	8209626	8211122	-
FBgn0015299	2L	8211347	8211938	+
FBgn0032000	2L	8212039	8212902	-
FBgn0032001	2L	8212959	8214135	+
FBgn0032002	2L	8214045	8215239	+
FBgn0032003	2L	8215915	8216901	+
FBgn0032004	2L	8216851	8218017	-
FBgn0032005	2L	8218071	8220741	-
FBgn0032006	2L	8220980	8239878	-
FBgn0028987	2L	8240414	8241800	-
FBgn0262943	2L	8242055	8242435	+
FBgn0032008	2L	8242632	8243426	+
FBgn0262359	2L	8243323	8244003	-
FBgn0032010	2L	8244160	8257502	-
FBgn0003502	2L	8258373	8301079	-
FBgn0262374	2L	8258616	8258692	-
FBgn0011902	2L	8290727	8290799	+
FBgn0264083	2L	8295158	8295666	+
FBgn0261020	2L	8301345	8302985	-
FBgn0032013	2L	8303429	8305376	+
FBgn0032014	2L	8305586	8306741	+
FBgn0032015	2L	8306696	8308192	-
FBgn0032016	2L	8308427	8309961	+
FBgn0032017	2L	8309876	8311195	-
FBgn0032018	2L	8311399	8317011	+
FBgn0262598	2L	8316889	8319908	-
FBgn0032020	2L	8320328	8321285	+
FBgn0032021	2L	8321280	8325409	-
FBgn0032022	2L	8327456	8332911	+
FBgn0032023	2L	8338287	8342056	+
FBgn0032024	2L	8342695	8344378	+
FBgn0266911	2L	8343320	8345015	-
FBgn0032025	2L	8346620	8351112	+
FBgn0051901	2L	8352187	8355172	+
FBgn0032026	2L	8355678	8362469	-
FBgn0010265	2L	8363477	8364662	-
FBgn0261437	2L	8364855	8365663	+
FBgn0260439	2L	8366038	8370090	+
FBgn0266880	2L	8370343	8370670	-
FBgn0032029	2L	8370454	8374250	+
FBgn0032030	2L	8374461	8375549	+
FBgn0032031	2L	8375502	8376797	-
FBgn0032032	2L	8377035	8378206	+
FBgn0027094	2L	8378262	8381764	-
FBgn0032033	2L	8381821	8382807	-
FBgn0032034	2L	8382861	8383657	+
